force_x_max	distance_x_max
1.8338182461238404	2.4577618671836823
-4.659894674486665	2.4662353586972885
10.433179980824157	2.4773232778219043
68.10886684767911	2.4885144052078183
30.065791112752976	2.4834040596360416
54.20139035265768	2.482998800813441
89.66108039883335	2.485060504461343
51.01849181074726	2.473489890048826
57.112231018732125	2.4825750051910798
59.46079178970302	2.4688584824815405
25.371187086289922	2.481017304341168
80.56382317008436	2.464718335905137
89.87811195910012	2.4636229788370696
141.65933335316524	2.4848126695985897
188.0676689953191	2.498093075886438
48.99168850785444	2.56649813126058
182.9873839707921	2.498385640581748
144.69690545540473	2.498266455523629
101.83104018252122	2.591455900017653
115.05750851236483	2.5950574423174992
168.42030906994344	2.5057717138905726
92.98235829203274	2.5669595360532442
136.76633866364926	2.645908756625532
284.17823869783984	2.506947800241712
33.08487884687072	2.9036381221932586
114.94256947407291	2.9080658344637076
94.9486929650385	2.9277510063267873
156.6284619766398	2.927869754650292
139.74637698338634	2.908938557711771
181.29066340769003	2.9236145836128804
21.785317796607927	3.2644046771941806
211.93506711999817	2.984213677592823
-0.08304306338968104	3.353184902099461
-1.967946856498429	3.4640503940071112
4.01723554569287	3.6079531211502975
-6.388595993598898	3.6563226562810556
14.12370979101351	3.7857567475474685
4.354036142344427	3.8943270541627193
5.933337895802225	4.065525159618386
8.832206797290127	4.05204079321757
-2.083771586410677	4.115216304242345
-6.334686045256717	4.273008263752574
-2.4765157761032697	4.349203586140127
4.23913232514127	4.477371098278086
-4.605345832856557	4.584591567053255
6.043864179764313	4.702369115723802
-1.3538455909665572	4.795976820413863
6.01634046194286	4.854749001245212
-5.803927276875157	5.054851907202032
-3.4008157396348793	5.150775815705904
-12.18146115787539	5.285664998779238
7.5472140971436374	5.273391800948957
-0.30672164084757014	5.206492214091839
5.671595847041118	5.3213640170280385
-9.347359747140473	5.4925987626255095
-1.4684299272456087	5.602606414764776
9.37387192219569	5.500766937642487
-4.196691640198992	5.6472335556658955
-7.082172790542501	5.852751172771388
-15.308282306603331	5.924909609179927
15.061002018099458	6.026203400030006
4.751975448608391	6.134181114936242
-5.236574709260111	6.312221745890014
7.063261470710756	6.292385110129175
-10.841385256623596	6.473015943213054
