force_x_max	distance_x_max
31.81414119946718	2.462022203029624
23.316743816464736	2.4652450256015133
58.7402862424897	2.4660610981026134
79.93127035798629	2.5137471417159025
112.67457928363206	2.5175585018774176
108.03644054878481	2.4843305202904977
72.97873228379044	2.4975382758534943
152.8733116176866	2.5132827858748263
215.87566781594896	2.522514977105879
203.1525978567107	2.6017645788230905
173.45876480475616	2.7327822121612333
290.37069947974544	2.5475461195227442
81.19757817664568	2.8973174559223973
177.80096816277512	2.816643137762096
116.69847360436012	2.958336227900994
85.27269588699241	2.9288054726855335
145.48012238163759	2.9416865460578143
75.7244535070354	2.988797204768622
72.5645511959349	2.9568482085686942
174.29839783619835	3.0166989455975655
33.02628782177672	3.3084168780858585
9.293361935734737	3.4251935930325366
-0.4588119960736776	3.344842590916538
7.256224451556051	3.388125538220345
12.264442458112853	3.4171165726167176
-1.30327881209638	3.576659278960343
9.923175371802671	3.6845643820264873
-9.594619366077012	3.8297685942918003
1.3673537503694035	3.9498208119102616
9.725536537044604	4.064024121800231
5.549756908272229	4.203343399533938
3.1901024930593564	4.250671400004737
-15.28564953191841	4.471066634446418
1.2178048232072172	4.405780144981125
-18.399320393913456	4.49902087810937
2.559595664166295	4.515589017544164
3.6045463991621887	4.57513100626322
-12.385614456736278	4.553041614590262
-6.907857715605189	4.79240385769851
8.414948551745255	4.793524674930193
-4.013339492206995	4.852949324411821
-9.782700394161253	4.984649700410065
-4.861583157667951	5.095659583156573
4.057141986791152	5.133072270057677
2.323755723299513	5.290185173737559
-6.732254409492583	5.454562847165183
13.487337817937203	5.414202797938681
0.2952767784203729	5.536349723543383
-2.251603164801054	5.642950090578006
8.63251502469555	5.8268544749236755
1.4384128471770055	5.865035170081962
6.083301433295105	6.028633924548469
2.51640441859729	5.977334128169104
-2.866185901097964	6.149296035363458
-8.171650638027614	6.26169018832647
-8.203618504941034	6.397623960424985
11.678718464217496	6.419730919617576
5.963211567942096	6.485208371196055
-6.482827488441814	6.604179369700425
8.35595118706766	6.680353420901363
-1.051973153199981	6.79892758620775
-7.647621056597217	6.830003339881472
-2.3136366995701962	6.960647591449409
12.418353332433668	7.0323252697653595
-2.231773503010743	7.2164122860779125
-7.0226420058133385	7.315426978891391
-0.29907182996237225	7.425969071417101
4.291392548928485	7.549082723415995
-9.494563282782593	7.516822492963502
