force_x_max	distance_x_max
7.018556837518453	2.4687091302884334
39.658647331046666	2.464673168756064
80.68053919141198	2.4968156523074607
51.67056105961577	2.4680199617148935
77.48142133130602	2.4825112165547916
65.35171137468429	2.4766379680013713
76.2660583320279	2.4688164032508264
68.90844061812842	2.4645010141954473
76.54073305344951	2.4927753413998928
88.11044696355677	2.4770257794433954
112.34309304300871	2.5851355355730252
120.39999358019577	2.604600520156945
100.51194755021622	2.6998540272656864
124.19551562277267	2.8607156774667946
133.52406569942715	2.8400331291638263
110.79768280958186	2.9134609839417673
132.4076835902521	2.934629351349841
67.00234057746808	2.9742497196871596
119.07390947338939	2.9739508364727327
175.76548023644185	3.0614855109131347
113.26704764810033	2.990200535479934
0.8719853550206551	3.267488009614082
-2.562449957350708	3.402778972584631
39.434114386181676	3.363145081660069
85.02604890861815	3.415805951314302
26.046337837902684	3.5667786873839846
6.974805393163621	3.6536544306330687
35.350834697403286	3.661190838689331
-8.52176494327611	3.779310970608185
-11.16194580395694	3.82201883528259
4.651383419331239	4.012528686986087
3.359301271193857	4.179456749049373
5.5539124724448925	4.170415022370164
3.914024916890412	4.274821140018568
-0.08476262774448173	4.3853430238805196
-6.386639366278104	4.550449684552275
1.108492282753332	4.636748552866075
-11.904093778948805	4.739350621293922
-1.066993102733477	4.8754207822601465
-8.006710306126763	4.921638263320466
14.643130343327357	4.988187281676283
10.377356265906656	5.052240121168522
4.014088568757501	5.058035916499921
-3.148053253079297	5.2440645759758695
2.5256483700809156	5.3597973667297785
-1.8259016752766115	5.345958454534281
4.736861384801301	5.4669526260540415
-4.888007258499783	5.59188010264275
9.961385407148526	5.647774202594155
-3.596897686103489	5.811198284439629
14.15398653741812	5.851414752214809
3.834708773000955	5.888864276181135
-2.1529066523486904	6.111201363541216
-2.5382429319686253	6.234028855975305
13.182253340370664	6.257387108307733
-8.723721965390581	6.287454721879496
8.479967155757464	6.412535696106284
0.2550076171237379	6.5686233793453885
-6.725478491531192	6.778216508560974
2.1795337261001464	6.794548405928145
6.584406824554691	6.845132145994858
5.467854497299783	6.959442648014811
1.2320918039553703	7.108751908157401
2.613412106134831	7.15876740697399
-14.132269922712055	7.280991355316522
-1.494687173891748	7.293513702169067
